Img Names,Acc,STD_Red,STD_Green,STD_Blue,Luxes
NORMAL_protoboard_1.jpg,0.9597715,73.6352995992655,68.95472727853645,73.8615161088453,1613.0
NORMAL_protoboard_2.jpg,0.98168486,74.92132786643191,74.84133440097622,70.25559008107736,1558.0
NORMAL_protoboard_3.jpg,0.9708692,72.82445057486126,65.61427648065705,73.42530487259793,1503.0
NORMAL_protoboard_4.jpg,0.96130073,71.31437414970874,65.20518043495896,72.60801263277108,1448.0
NORMAL_protoboard_5.jpg,0.9623414,69.27740740487044,64.0865579721903,72.00573408088002,1393.0
NORMAL_protoboard_6.jpg,0.94958127,69.18399035234089,65.08286113549185,72.66894562746509,1338.0
NORMAL_protoboard_7.jpg,0.9656832,67.14027726941539,62.78461564285943,71.37825405034042,1283.0
NORMAL_protoboard_8.jpg,0.97124934,66.8757850212889,60.341054572662344,72.73178645143172,1226.0
NORMAL_protoboard_9.jpg,0.96222484,65.26498544868667,60.396113601741334,70.90372134382615,1171.0
NORMAL_protoboard_10.jpg,0.98046994,63.798488055433104,65.78228392306619,59.486067790534776,1108.0
NORMAL_protoboard_11.jpg,0.9807962,63.93173826201676,64.46861287048162,59.246783147624676,1047.0
NORMAL_protoboard_12.jpg,0.9718388,66.70848866549407,62.19764167292574,70.87547393042206,983.0
NORMAL_protoboard_13.jpg,0.97732705,68.32686457592736,63.940304849329024,73.40873952541706,927.0
NORMAL_protoboard_14.jpg,0.97012484,69.04922327347235,63.56277984243062,73.86450741938411,860.0
NORMAL_protoboard_15.jpg,0.9777156,65.56115012946455,66.95526072962306,61.47995852717539,790.0
NORMAL_protoboard_16.jpg,0.9715709,66.7645550106607,61.49828375145577,72.27233546329083,719.0
NORMAL_protoboard_17.jpg,0.9694279,57.058046077776346,53.32933284371006,66.22142844183101,649.0
NORMAL_protoboard_18.jpg,0.9754611,55.71589503162975,49.827911014598456,65.84394727726006,574.0
NORMAL_protoboard_19.jpg,0.98793465,45.04254542816377,46.405255193187884,40.41749245246574,494.0
NORMAL_protoboard_20.jpg,0.98762894,36.652615610388544,53.230940783652635,70.44513581003156,416.0
NORMAL_protoboard_21.jpg,0.99013275,48.413951537632734,48.47914223148543,45.19891637473563,337.6
NORMAL_protoboard_22.jpg,0.9909354,41.22427925278451,38.507006874287185,52.67921571265787,256.1
NORMAL_protoboard_23.jpg,0.9868331,42.32040654195731,42.3849845296686,42.21874465210921,173.4
NORMAL_protoboard_24.jpg,0.96254146,70.10902395202898,69.5899169651026,71.45442214757911,88.1
NORMAL_protoboard_25.jpg,0.9493128,70.66014261623533,71.41219212555637,67.9834320204032,175.1
NORMAL_protoboard_26.jpg,0.9724963,59.23809347753536,58.95190199289361,59.318249228250345,260.9
NORMAL_protoboard_27.jpg,0.98057044,48.860087372722155,43.200119891579696,58.971167473425254,344.7
NORMAL_protoboard_28.jpg,0.982669,46.07374559634282,39.942762239690154,56.412086718360385,428.0
NORMAL_protoboard_29.jpg,0.9865351,46.918546930632466,40.99186434126285,58.67453051836093,510.0
NORMAL_protoboard_30.jpg,0.9860621,48.54425417977526,50.69845549060026,43.35395801392037,594.0
NORMAL_protoboard_31.jpg,0.9757056,53.243232453406335,54.14049289884999,47.8857194208776,672.0
NORMAL_protoboard_32.jpg,0.97160214,55.81705182731897,56.55277422032679,50.34974399171104,752.0
NORMAL_protoboard_33.jpg,0.97980344,61.790290947095734,61.95451614982685,61.2293979724076,798.0
NORMAL_protoboard_34.jpg,0.95448625,66.46822403560479,60.1476066067955,73.20483520919242,827.0
NORMAL_protoboard_35.jpg,0.9706382,65.07483775446154,65.83317016272217,60.218815215477726,901.0
NORMAL_protoboard_36.jpg,0.96891546,65.59419541939413,62.55568917044116,72.4483287833916,973.0
NORMAL_protoboard_37.jpg,0.97297716,66.1762567663068,64.17539426858903,61.57220384074976,1037.0
NORMAL_protoboard_38.jpg,0.96871555,65.25131440871112,61.38270177189628,71.38743918761502,1104.0
NORMAL_protoboard_39.jpg,0.9596106,66.99592431761404,63.28952820796689,72.52868291555195,1170.0
NORMAL_protoboard_40.jpg,0.96705943,68.25622783595243,69.32571111186152,64.45442145812332,1235.0
NORMAL_protoboard_41.jpg,0.9608291,69.98321396228492,65.30677831559457,73.4115079305077,1299.0
NORMAL_protoboard_42.jpg,0.9567228,70.33050053184688,65.88207659835174,74.36537664104664,1359.0
NORMAL_protoboard_43.jpg,0.9616359,71.1529747763228,66.11010064040592,74.54310645582909,1419.0
NORMAL_protoboard_44.jpg,0.96713966,71.22378253182117,71.68205193570348,66.5377719683906,1474.0
NORMAL_protoboard_45.jpg,0.97539914,73.34662488939135,73.31465811325924,69.105071747169,1531.0
NORMAL_protoboard_46.jpg,0.9759038,74.31847149595887,74.13118848754526,69.89042046470367,1583.0
