Img Name,STD R,STD_G,STD_B
new_images/NORMAL/airbuds/airbuds_1.jpg,38.1914255120032,38.36893711279862,38.55565151685145
new_images/NORMAL/airbuds/airbuds_2.jpg,37.989954044642424,38.10154672259803,38.523921114951264
new_images/NORMAL/airbuds/airbuds_3.jpg,37.62751605933515,37.79681652990797,38.25283889020163
new_images/NORMAL/airbuds/airbuds_4.jpg,38.64393173793131,38.46838526293577,38.62920673458974
new_images/NORMAL/airbuds/airbuds_5.jpg,38.188970308473245,37.849763160117746,38.42590149207166
new_images/NORMAL/airbuds/airbuds_6.jpg,37.55906457041124,37.40821725078521,37.937818276168116
new_images/NORMAL/airbuds/airbuds_7.jpg,38.02448726100315,38.28803472881655,38.34883721799426
new_images/NORMAL/airbuds/airbuds_8.jpg,37.30053781821085,37.29078676801789,37.402318353410614
new_images/NORMAL/airbuds/airbuds_9.jpg,38.00696550743473,37.80699643653895,38.296243504938005
new_images/NORMAL/airbuds/airbuds_10.jpg,36.81974903867262,36.65670821732697,37.002855968511255
new_images/NORMAL/airbuds/airbuds_11.jpg,35.73433997748585,35.92651804157788,36.083579007588945
new_images/NORMAL/airbuds/airbuds_12.jpg,36.51316537441971,36.423088513092374,36.63230365147738
new_images/NORMAL/airbuds/airbuds_13.jpg,32.63290074353642,32.79887132457297,32.767527815619175
new_images/NORMAL/airbuds/airbuds_14.jpg,37.13269807850631,37.2373664193788,37.358782222953934
new_images/NORMAL/airbuds/airbuds_15.jpg,31.977029991051566,32.13942235224215,31.90669254750463
new_images/NORMAL/airbuds/airbuds_16.jpg,30.68055240399109,30.819929135628367,30.89992808333954
new_images/NORMAL/airbuds/airbuds_17.jpg,31.01069700914598,30.985521862704953,31.01602961183047
new_images/NORMAL/airbuds/airbuds_18.jpg,29.57627445778912,29.564888583586384,29.634862196205958
new_images/NORMAL/airbuds/airbuds_19.jpg,31.58846032362584,31.388030339475286,31.52033012101079
new_images/NORMAL/airbuds/airbuds_20.jpg,36.029162564141046,36.255507005066754,36.17089666336873
new_images/NORMAL/airbuds/airbuds_21.jpg,32.952259055071806,32.78691539299869,32.82260399988601
new_images/NORMAL/airbuds/airbuds_22.jpg,19.031449311226996,18.78821701932975,18.85890306530019
new_images/NORMAL/airbuds/airbuds_23.jpg,32.885498487972924,33.001780423059316,32.473815544029534
new_images/NORMAL/airbuds/airbuds_24.jpg,39.48395770669923,39.57817422519639,39.60880211343321
new_images/NORMAL/airbuds/airbuds_25.jpg,38.22789968508029,38.312850707314745,38.10296493736081
new_images/NORMAL/airbuds/airbuds_26.jpg,29.99641117133385,30.00659758182357,30.067250208624415
new_images/NORMAL/airbuds/airbuds_27.jpg,32.23778299287227,32.08041526382145,32.13684567475221
new_images/NORMAL/airbuds/airbuds_28.jpg,34.093555924185374,34.16440707862425,34.47930135925353
new_images/NORMAL/airbuds/airbuds_29.jpg,33.25025496949257,33.2609056812945,33.25655173081977
new_images/NORMAL/airbuds/airbuds_30.jpg,34.883371710796254,34.764291119160575,34.85483287175175
new_images/NORMAL/airbuds/airbuds_31.jpg,37.20148670340572,36.94746058594555,37.11002872231216
new_images/NORMAL/airbuds/airbuds_32.jpg,38.097010514814606,38.21379002495026,38.3678113302936
new_images/NORMAL/airbuds/airbuds_33.jpg,38.09259546149429,38.31627714725368,38.60592688517633
new_images/NORMAL/airbuds/airbuds_34.jpg,37.29648106725352,37.43989390185213,37.77186940623085
new_images/NORMAL/airbuds/airbuds_35.jpg,36.55063709629508,36.52562137170983,36.78256272765729
new_images/NORMAL/airbuds/airbuds_36.jpg,38.857934946598014,39.01092518706288,39.4629518152434
new_images/NORMAL/airbuds/airbuds_37.jpg,39.187861778903795,39.1612801593012,39.93775002216025
new_images/NORMAL/airbuds/airbuds_38.jpg,38.63412481114124,38.529569773273884,38.95785065431827
new_images/NORMAL/airbuds/airbuds_39.jpg,38.327649783722364,38.58203739024287,38.9487973511913
new_images/NORMAL/airbuds/airbuds_40.jpg,37.49170710129906,37.394563806728975,37.856523092639925
new_images/NORMAL/airbuds/airbuds_41.jpg,38.24713728898503,38.26732450169134,38.70390767268601
new_images/NORMAL/airbuds/airbuds_42.jpg,38.09197947049628,38.0911232814091,38.57358565672456
new_images/NORMAL/airbuds/airbuds_43.jpg,38.530008741133464,38.636399036870216,39.09840233441984
new_images/NORMAL/airbuds/airbuds_44.jpg,38.29941871693073,38.15089830746672,38.820072445725266
new_images/NORMAL/airbuds/airbuds_45.jpg,38.24559654890932,38.33755049266682,38.75738975236422
new_images/NORMAL/airbuds/airbuds_46.jpg,37.61589988285424,37.80401942318582,38.25752003862996
new_images/NORMAL/airbuds/airbuds_47.jpg,37.59405178419146,37.70167897086577,38.089089486934085
new_images/NORMAL/arduino/arduino_1.jpg,31.78386080054022,31.750456853668524,31.116637375008533
new_images/NORMAL/arduino/arduino_2.jpg,28.545273418704735,28.762892632231942,28.36895092426243
new_images/NORMAL/arduino/arduino_3.jpg,28.49519309656173,28.290411516572295,27.671434077201145
new_images/NORMAL/arduino/arduino_4.jpg,27.681604031823937,27.52826798391872,27.25831888785185
new_images/NORMAL/arduino/arduino_5.jpg,28.37955461046063,28.124236066442545,27.77356974202772
new_images/NORMAL/arduino/arduino_6.jpg,28.71173741274616,28.553251602634216,28.493849771948838
new_images/NORMAL/arduino/arduino_7.jpg,27.989256061230193,27.91962584509769,27.57978254776394
new_images/NORMAL/arduino/arduino_8.jpg,28.677961604180194,28.516415152675176,28.123816427428068
new_images/NORMAL/arduino/arduino_9.jpg,27.045211917349086,27.088447157878104,26.71409366689562
new_images/NORMAL/arduino/arduino_10.jpg,27.323000778241354,26.845543710462252,26.460393392752653
new_images/NORMAL/arduino/arduino_11.jpg,26.06922908068267,25.912968058102628,25.87322901287099
new_images/NORMAL/arduino/arduino_12.jpg,27.839173504332365,27.468036971602146,27.480838573727656
new_images/NORMAL/arduino/arduino_13.jpg,28.869789685104934,28.594180400525172,28.639713984436707
new_images/NORMAL/arduino/arduino_14.jpg,27.183044937952875,26.929621889436632,26.58366240326628
new_images/NORMAL/arduino/arduino_15.jpg,28.466155984867083,28.216976457740234,28.09476391694031
new_images/NORMAL/arduino/arduino_16.jpg,27.568677912307688,27.104179441736964,27.14451912447941
new_images/NORMAL/arduino/arduino_17.jpg,24.63667784141621,24.534643834198768,24.237761793118793
new_images/NORMAL/arduino/arduino_18.jpg,27.37552953959617,27.279180632629974,26.986478917548393
new_images/NORMAL/arduino/arduino_19.jpg,23.873635704911674,23.927587266335845,23.637304007044683
new_images/NORMAL/arduino/arduino_20.jpg,26.5786800394393,26.324200601849032,26.157074267585223
new_images/NORMAL/arduino/arduino_21.jpg,25.158859470900968,25.13317575312559,24.96436314195364
new_images/NORMAL/arduino/arduino_22.jpg,12.830030840104193,12.590962991558031,12.492461442083561
new_images/NORMAL/arduino/arduino_23.jpg,25.15488892874995,25.296697275262346,24.603015416271692
new_images/NORMAL/arduino/arduino_24.jpg,31.678027902233616,31.29434110359291,31.16912862100985
new_images/NORMAL/arduino/arduino_25.jpg,28.768335864931426,28.62944530385868,28.38335236292614
new_images/NORMAL/arduino/arduino_26.jpg,25.414553636740976,25.03772015490938,24.702556941427023
new_images/NORMAL/arduino/arduino_27.jpg,27.03467580696418,26.6867198544427,26.409113585691298
new_images/NORMAL/arduino/arduino_28.jpg,23.56289353569912,23.46338258105727,23.388858692495027
new_images/NORMAL/arduino/arduino_29.jpg,24.62581638953479,24.476779395019868,24.29545425017244
new_images/NORMAL/arduino/arduino_30.jpg,27.11551612629796,27.057495367375665,26.668038123008728
new_images/NORMAL/arduino/arduino_31.jpg,27.18293181253917,27.056363699643317,26.600009862617686
new_images/NORMAL/arduino/arduino_32.jpg,28.023725033222373,27.567709494458068,27.4832687598909
new_images/NORMAL/arduino/arduino_33.jpg,27.132189231896348,26.77434510040452,26.381809275120954
new_images/NORMAL/arduino/arduino_34.jpg,27.331290988724618,27.020717779743784,26.93566280148969
new_images/NORMAL/arduino/arduino_35.jpg,26.678491292910383,26.6077294302257,26.092252119349954
new_images/NORMAL/arduino/arduino_36.jpg,29.147561525485195,29.13579972999945,28.784200135997104
new_images/NORMAL/arduino/arduino_37.jpg,27.85036695148848,27.76613310610419,27.266713703988565
new_images/NORMAL/arduino/arduino_38.jpg,29.28111078138637,29.118628686028195,28.843976539979522
new_images/NORMAL/arduino/arduino_39.jpg,29.441801628971728,29.385186956708477,28.655596989274684
